Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class1,Class2,Class3,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,Item36,Item37,Item38,Item39
1600,Stockyard_Fries,Stockyard_Fries.jpg,Beer_Kitchen/Stockyard_Fries.jpg,1600,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,,,,,,,steamed,shells,mussels,seafood,fries,oranges,slimy,stockyard,suck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Stockyard_Pizza,Stockyard_Pizza.jpg,Artego_Pizza/Stockyard_Pizza.jpg,1601,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,italian,pizza,,,greasyy,sausage,meat,beef,salted,fries,bacon,parsley,plentiful,salami,pepperoni,stockyard,pizza,ketchup,ground,,,,,,,,,,,,,,,,,,,,,,,,
1602,Stracciatella,Stracciatella.jpg,Andre_s_Confiserie_Suisse/Stracciatella.jpg,1602,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,,,,,,,,,sausage,stracciatella,beef,bacon,salami,pepperoni,stockyard,pizza,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Strawberries_and_Buttermilk,Strawberries_and_Buttermilk.jpg,The_Oliver/Strawberries_and_Buttermilk.jpg,1603,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,,lunch,,,,,stracciatella,sweet,vanilla,ice,chocolate,buttermilk,strawberries,treat,cold,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Strawberry_Mochi_Ice_Cream,Strawberry_Mochi_Ice_Cream.jpg,Friends_Sushi_and_Bento_Place/Strawberry_Mochi_Ice_Cream.jpg,1604,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,,,,,,,mochi,sweet,buttermilk,ice,strawberry,strawberries,pastry,mint,milk,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Strawberry_Poptart,Strawberry_Poptart.jpg,Crows_Coffee/Strawberry_Poptart.jpg,1605,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,Vegetarian,Breakfast,Breakfast,breakfast,bakery,,pink,sprinkles,mochi,frozen,sweet,frosted,sugar,strawberry,strawberries,ice,cold,poptart,cream,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Strawberry_tart,Strawberry_tart.jpg,Bloom_Baking_Company/Strawberry_tart.jpg,1606,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,,,,,,,,,sprinkles,sweet,frosted,strawberry,strawberries,poptart,tart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Street_Corn,Street_Corn.jpg,KC_Taco_Company/Street_Corn.jpg,1607,"520 Walnut St, Kansas City, MO 64106",64106,KC_Taco_Company,0,8162145390,$3.50,,Vegetarian,Lunch,Mexican,Appetizer,,,cheese,bite-sized,flower,street,corn,vanilla,strawberry,cob,chili,tart,syrup,blueberry,lime,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Street_Corn,Street_Corn1.jpg,KC_Taco_Company/Street_Corn1.jpg,1608,"520 Walnut St, Kansas City, MO 64106",64106,KC_Taco_Company,0,8162145390,$3.50,,Vegetarian,Lunch,Mexican,Appetizer,,,cheese,street,corn,cob,chili,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Street_Noodles,Street_Noodles.jpg,PF_Chang_s/Street_Noodles.jpg,1609,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,,,,,,,cheese,cob,corn,street,chili,noodles,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Street_Tacos,Street_Tacos1.jpg,TiKiTaco/Street_Tacos1.jpg,1610,"1710 W 39th St, Kansas City, MO 64111",64111,TiKiTaco,0,8164893686,,,Meat,lunch,,,,,asada,pork,street,onion,shredded,pastor,tacos,carne,cilantro,chicken,noodles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,Street_Tacos,Street_Tacos2.jpg,TiKiTaco/Street_Tacos2.jpg,1611,"1710 W 39th St, Kansas City, MO 64111",64111,TiKiTaco,0,8164893686,,,Meat,lunch,,,,,asada,short,beef,ribs,fish,white,vampire,blackened,tacos,baja,street,taco,grilled,chipotle,chicken,carnitas,rib,korean,ground,,,,,,,,,,,,,,,,,,,,
1612,Street_Tacos,Street_Tacos3.jpg,TiKiTaco/Street_Tacos3.jpg,1612,"1710 W 39th St, Kansas City, MO 64111",64111,TiKiTaco,0,8164893686,,,Meat,lunch,,,,,asada,pork,street,onion,al,shredded,pastor,tacos,carne,cilantro,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Street_Tacos,Street_Tacos.jpg,Yard_House/Street_Tacos.jpg,1613,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,Meat,Other,,,,,pork,fish,al,carne,street,chicken,asada,cilantro,beef,blackened,korean,chipotle,shredded,pastor,tacos,taco,baja,white,short,onion,ribs,carnitas,grilled,,,,,,,,,,,,,,,,
1614,Stuffed_French_Toast,Stuffed_French_Toast.jpg,Le_Peep/Stuffed_French_Toast.jpg,1614,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$8.89,11082086,Vegetarian,breakfast,breakfast,breakfast,,,toast,cheese,lemon,tacos,beef,sweet,vanilla,street,french,sugar,strawberries,oranges,stuffed,buttered,powdered,ricotta,chicken,ground,toasted,cream,,,,,,,,,,,,,,,,,,,
1615,Stuffed_French_Toast,Stuffed_French_Toast1.jpg,Le_Peep/Stuffed_French_Toast1.jpg,1615,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$8.89,11082086,Vegetarian,breakfast,breakfast,breakfast,,,toast,cheese,lemon,sweet,vanilla,french,sugar,strawberries,oranges,stuffed,buttered,powdered,ricotta,butter,toasted,cream,,,,,,,,,,,,,,,,,,,,,,,
1616,Stuffed_French_Toast,Stuffed_French_Toast2.jpg,Le_Peep/Stuffed_French_Toast2.jpg,1616,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$8.89,11082086,Vegetarian,lunch,breakfast,breakfast,,,toast,cheese,blueberries,lemon,sweet,vanilla,french,sugar,strawberries,oranges,stuffed,powdered,ricotta,butter,toasted,cream,,,,,,,,,,,,,,,,,,,,,,,
1617,Sugar_Cookie,Sugar_Cookie.jpg,Schlotzsky_s/Sugar_Cookie.jpg,1617,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$0.50,11100466,vegetarian,lunch,dessert,dessert,,,toast,cheese,cookies,blueberries,lemon,sweet,vanilla,french,sugar,strawberries,cookie,oranges,stuffed,powdered,ricotta,toasted,cream,,,,,,,,,,,,,,,,,,,,,,
1618,Summer_Fruit_Pie,Summer_Fruit_Pie.jpg,Brady_s_Public_House/Summer_Fruit_Pie.jpg,1618,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$7.00,,Vegetarian,Dessert,Dessert,Dessert,,,,summer,cookies,sweet,pie,sugar,fruit,cookie,powdered,berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Sunflower_Salad_add_Chicken,Sunflower_Salad_add_Chicken.jpg,Char_Bar/Sunflower_Salad_add_Chicken.jpg,1619,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,,,vegetarian,dinner,,,,,summer,sunflower,salad,spring,sweet,carrots,pie,fruit,sugar,add,seeds,apples,grapes,vinaigrette,powdered,chicken,berries,craisins,red,mustard,,,,,,,,,,,,,,,,,,,
1620,Super_Nacho,Super_Nacho.jpg,The_Drunken_Worm/Super_Nacho.jpg,1620,"1405 W 39th St, Kansas City, MO 64111",64111,The_Drunken_Worm,0,8163267209,,,Meat,Other,,,,,cheese,super,apple,spring,carrots,chicken,cream,jalapeno,chips,brisket,mix,add,black,white,red,poblano,pepper,mustard,salad,nacho,grapes,craisins,sunflower,onion,seeds,beans,vinaigrette,chorizo,nachos,,,,,,,,,,
1621,Supreme_Pizza_small,Supreme_Pizza_small.jpg,Suteras_Shawnee/Supreme_Pizza_small.jpg,1621,"22716 Midland Dr Shawnee KS, 66226",66226,Suteras_Shawnee,1,9136673000,$8.75,10804450,meat,lunch,italian,pizza,,,poblano,cheese,pepper,jalapeno,onion,brisket,supreme,mushrooms,peppers,black,chorizo,small,beans,white,cream,chips,nachos,pizza,,,,,,,,,,,,,,,,,,,,,
1622,Surf_and_Turf,Surf_and_Turf.jpg,Cooper_s_Hawk/Surf_and_Turf.jpg,1622,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,vegetarian,dinner,,,,,surf,cheese,porkchop,medallions,grouper,salmon,cakes,mushrooms,small,crab,peppers,turf,tuna,pizza,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Surf_and_Turf,Surf_and_Turf.jpg,PF_Chang_s/Surf_and_Turf.jpg,1623,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,,,,,,,surf,porkchop,medallions,grouper,salmon,crabcakes,turf,tuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Surf_and_Turf_Sandwich,Surf_and_Turf_Sandwich.jpg,Which_Wich/Surf_and_Turf_Sandwich.jpg,1624,"554 Westport Rd #100, Kansas City, MO 64111",64111,Which_Wich,1,8165695965,,,Other,lunch,,,,,surf,thinly,sandwich,salad,beef,spinach,krab,slice,cucumbers,roasted,turf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Surf_and_Turf_Taco,Surf_and_Turf_Taco.jpg,Unforked/Surf_and_Turf_Taco.jpg,1625,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,Meat,lunch,,,,,tomato,surf,onionspoblanos,slice,seared,beef,salad,spinach,queso,sandwich,roasted,tip,thinly,krab,shrimp,pico,cucumbers,taco,turf,chipotle,steak,,,,,,,,,,,,,,,,,,
1630,Sweet_and_Salty_Waffle_Pop,Sweet_and_Salty_Waffle_Pop.jpg,The_Waffle_Bar/Sweet_and_Salty_Waffle_Pop.jpg,1630,"4745 Central St, Kansas City, MO 64112",64112,The_Waffle_Bar,0,8168238348,,,,,,,,,tri,tomato,onionspoblanos,steak,seared,salted,queso,sweet,tip,pop,shrimp,pico,salty,taco,turf,chipotle,waffle,blistered,surf,,,,,,,,,,,,,,,,,,,,
1626,Sweet_and_Sour_Chicken,Sweet and Sour Chicken.jpg,China_One_Express/Sweet and Sour Chicken.jpg,1626,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$8.75,6818143,Meat,Dinner,Chinese,meats,,,unhealthy,pretzels,waffleonstick,salted,sweet,fairfood,carrots,pop,waffle,sour,almonds,peppers,chicken,fried,onions,drizzle,sauce,,,,,,,,,,,,,,,,,,,,,,
1631,Sweet_and_Sour_Chicken,Sweet_and_Sour_Chicken.jpg,Bo_Ling_s_Plaza/Sweet_and_Sour_Chicken.jpg,1631,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,,,,,,,,,sweet,carrots,sour,peppers,chicken,fried,onions,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,627.00",Sweet_and_Sour_Chicken_All_Day_Combo,Sweet_and_Sour_Chicken.jpg,Jasmine_Garden/Sweet_and_Sour_Chicken.jpg,"$1,627.00","8912 W 95th St, Overland Park, KS 66212",66212,Jasmine_Garden,1,9136426888,$7.95,12019898,Meat,Dinner,Chinese,Meats,,,wontons,breaded,fried,sweet,buffet,rolls,sour,combo,peppers,chicken,rice,onions,day,egg,sauce,,,,,,,,,,,,,,,,,,,,,,,,
1628,Sweet_and_Sour_Chicken_Lunch_Special,Sweet and Sour Chicken.jpg,China_One_Express/Sweet and Sour Chicken.jpg,1628,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.45,9196145,Meat,Lunch,Chinese,meats,,,rice,sweet,carrots,rolls,lunch,sour,peppers,chicken,fried,onions,egg,day,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,629.00",Sweet_and_Sour_Chicken_Lunch_Special,Sweet_and_Sour_Chicken.jpg,Jasmine_Garden/Sweet_and_Sour_Chicken.jpg,"$1,629.00","8912 W 95th St, Overland Park, KS 66212",66212,Jasmine_Garden,1,9136426888,$6.25,11996885,Meat,Dinner,Chinese,Meats,,,fried,sweet,carrots,lunch,sour,peppers,chicken,rice,onions,rolls,egg,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Sweet_Caroline,Sweet_Caroline.jpg,Char_Bar/Sweet_Caroline.jpg,1632,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,,,Meat,lunch,,,,,sauce,onions,hoagie,lunch,sweet,fried,bacon,egg,rolls,tillamook,sour,rice,peppers,chicken,caroline,pulled,toasted,cheddar,smoked,,,,,,,,,,,,,,,,,,,,
1633,Sweet_Caroline,Sweet_Caroline1.jpg,Char_Bar/Sweet_Caroline1.jpg,1633,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,,,Meat,lunch,,,,,hoagie,sweet,bacon,tillamook,charleston,chicken,caroline,pulled,toasted,cheddar,smoked,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Sweet_Cheeses_Burger,Sweet_Cheeses_Burger.jpg,Red_Door_Woodfired_Grill,1634,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,,,meat,lunch,american,burger,,,cheese,hoagie,cheeses,bacon,cheddar,toasted,burger,sriracha,tillamook,caroline,sweet,swiss,charleston,mayonnaise,smoked,pulled,chicken,fritter,,,,,,,,,,,,,,,,,,,,,
1635,Sweet_Cheeses_Burger,Sweet_Cheeses_Burger1.jpg,Red_Door_Woodfired_Grill,1635,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,,,meat,lunch,american,burger,,,cheese,cheeses,bacon,cheddar,burger,sriracha,sweet,swiss,mayonnaise,smoked,fritter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Sweet_Chili_wings,Sweet_Chili_wings.jpg,KC_Kitchen_and_Pizzeria/Sweet_Chili_wings.jpg,1636,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,Meat,lunch,,,,,cheese,cheeses,sweet,cheddar,mayonnaise,burger,bacon,sriracha,swiss,chili,smoked,sauce,wings,fritter,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Sweet_Potato_Fries,Sweet_Potato_Fries.jpg,Beer_Kitchen/Sweet_Potato_Fries.jpg,1637,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,vegetarian,lunch,,,,,potato,sweet,fries,oranges,hand,chili,fried,sauce,wings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Sweet_Potato_Fries_with_Curry_Aioli,Sweet_Potato_Fries_with_Curry_Aioli.jpg,The_Mixx/Sweet_Potato_Fries_with_Curry_Aioli.jpg,1638,"4855 Main Street, Kansas City, MO 64112",64112,The_Mixx,0,8167562300,,,vegetarian,lunch,,,,,cut,potato,dip,sweet,fries,oranges,hand,aioli,garlic,fried,curry,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Sweet_Thai_Chili_Wings,Sweet_Thai_Chili_Wings.jpg,Brick_House/Sweet_Thai_Chili_Wings.jpg,1639,"400 E 31st St, Kansas City, MO 64108",64108,Brick_House,0,8162553912,,,vegetarian,dinner,american,appetizer,,,chilli,curry,potato,dip,sweet,fries,wings,aioli,garlic,chili,buffalo,thai,bbq,sauce,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Swordfish_Casino,Swordfish_Casino.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Swordfish_Casino.jpg,1640,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,Meat,dinner,,,,,chilli,pepper,spinach,swordfish,casino,bacon,chili,mushrooms,bbq,crab,sweet,thai,buffalo,wings,red,,,,,,,,,,,,,,,,,,,,,,,,
1641,Swordfish_Casino1,Swordfish_Casino1.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Swordfish_Casino1.jpg,1641,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,Meat,dinner,,,,,pepper,spinach,swordfish,casino,bacon,mushrooms,casino1,crab,red,musroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,642.00",Szechuan_Chicken,Szechuan_Chicken.jpg,Jasmine_Garden/Szechuan_Chicken.jpg,"$1,642.00","8912 W 95th St, Overland Park, KS 66212",66212,Jasmine_Garden,1,9136426888,$8.95,11996387,Meat,dinner,Chinese,Meats,,,pepper,casino,spinach,sauce,carrots,swordfish,mushrooms,bacon,szechuan,crab,peppers,chicken,rice,onions,red,,,,,,,,,,,,,,,,,,,,,,,,
1643,Taco_Combo,Taco_Combo.jpg,El_Fogon/Taco_Combo.jpg,1643,"4041 Mill St, Kansas City, MO 64111",64111,El_Fogon,0,8169829945,,,,taco,,,,,sauce,carrots,szechuan,taco,peppers,combo,chicken,rice,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Taco_Combo1,Taco_Combo1.jpg,El_Fogon/Taco_Combo1.jpg,1644,"4042 Mill St, Kansas City, MO 64111",64111,El_Fogon,0,8169829945,,,,taco,,,,,combo1,cilantro,radish,pico,taco,salsa,rice,gallo,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Taco_Combo2,Taco_Combo2.jpg,El_Fogon/Taco_Combo2.jpg,1645,"4043 Mill St, Kansas City, MO 64111",64111,El_Fogon,0,8169829945,,,,taco,,,,,cilantro,rice,mexican,meat,onion,corn,combo2,verde,taco,salsa,tortilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Taco_Pizza,Taco_Pizza.jpg,Artego_Pizza/Taco_Pizza.jpg,1646,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,italian,pizza,,,cheese,pork,mexican,ground,cheddar,cream,cilantro,beef,black,rice,sauce,red,pizza,garlic,taco,olive,salsa,tomato,meat,onion,sour,tortilla,,,,,,,,,,,,,,,,,
1647,Taco_Salad,Taco_Salad.jpg,The_Salty_Iguana/Taco_Salad.jpg,1647,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,,,,,,,tomato,cheese,cilantro,beef,salad,onion,shells,cheddar,garlic,crispyy,lettuce,sour,black,pizza,taco,olive,salsa,chicken,cream,red,ground,,,,,,,,,,,,,,,,,,
1648,Taco_Salad1,Taco_Salad1.jpg,The_Salty_Iguana/Taco_Salad1.jpg,1648,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,,Other,,,,,tomato,cheese,shell,onion,beef,shells,salad,in,crispyy,lettuce,taco,chicken,crispy,or,salad1,ground,,,,,,,,,,,,,,,,,,,,,,,
1649,Tacos,Tacos.jpg,Eden_Alley_Vegetaria/Tacos.jpg,1649,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,dinner,,,,,cheese,mushrooms,lettuce,in,chicken,onions,protein,ground,beef,shells,crispy,vegetables,cayenne,shell,corn,vegan,tacos,taco,chili,mozzarella,tomato,salad,onion,cumin,tortilla,or,,,,,,,,,,,,,
1650,Tacos,Tacos1.jpg,Eden_Alley_Vegetaria/Tacos1.jpg,1650,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,dinner,,,,,shells,with,local,corn,cayenne,cumin,vegan,tacos,mushrooms,mix,mozzarella,of,vegetable,chili,tortilla,onions,vegetables,protein,,,,,,,,,,,,,,,,,,,,,
1651,Tacos,Tacos2.jpg,Eden_Alley_Vegetaria/Tacos2.jpg,1651,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,dinner,,,,,shells,local,corn,cayenne,cumin,vegan,tacos,mushrooms,mix,mozzarella,of,vegetable,chili,tortilla,onions,vegetables,protein,,,,,,,,,,,,,,,,,,,,,,
1652,Tacos_Al_Carbon,Tacos_Al_Carbon.jpg,Chuy_s/Tacos_Al_Carbon.jpg,1652,"209 W 46th Terrace, Kansas City, MO 64112",64112,Chuy_s,0,8169312783,,,Meat,dinner,,,,,al,mushrooms,chicken,onions,protein,beef,shells,vegetables,cayenne,mix,vegetable,local,flour,corn,chiles,vegan,tacos,carbon,chili,mozzarella,of,fajita,cumin,green,grilled,fresh,tortilla,,,,,,,,,,,,
1653,Tacos_Azul,Tacos_Azul.jpg,The_Salty_Iguana/Tacos_Azul.jpg,1653,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,,lunch,,,,,cheese,al,lettuce,azul,chicken,onions,blue,beef,crispyy,freshly,flour,corn,chiles,tacos,carbon,tomato,tortillas,fajita,green,grilled,tortilla,or,,,,,,,,,,,,,,,,,
1654,Tacos_de_Tierra,Tacos_de_Tierra.jpg,The_Sundry/Tacos_de_Tierra.jpg,1654,"300 E. 39th st. kansas city, mo 64111",64111,The_Sundry,0,8168447878,,,,dessert,,,,,blue,cheese,tortillas,beef,corn,de,tacos,tomato,lettuce,azul,tierra,chicken,tortilla,crispy,or,,,,,,,,,,,,,,,,,,,,,,,,
1655,Tacos_with_Chorizo,Tacos_with_Chorizo.jpg,The_Sundry/Tacos_with_Chorizo.jpg,1655,"300 E. 39th st. kansas city, mo 64111",64111,The_Sundry,0,8168447878,,,vegetarian,breakfast,,,,,cilantro,spicy,mexican,guacamole,fresh,sauce,corn,sausage,yellow,tacos,salsa,pico,garlic,tierra,roasted,chorizo,tortilla,onions,cabage,gallo,,,,,,,,,,,,,,,,,,,
1656,Tamale_Plate,Tamale_Plate.jpg,The_Bite/Tamale_Plate.jpg,1656,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$6.00,,meat,lunch,mexican,misc,,,,guacamole,radish,yellow,roasted,onions,cilantro,tamales,slaw,gallo,tamale,plate,sausag,queso,corn,de,sausage,tacos,garlic,chorizo,tortillas,sesame,pico,roast,fresh,tortilla,sriracha,,,,,,,,,,,,
1657,Tamale_Plate,Tamale_Plate1.jpg,The_Bite/Tamale_Plate1.jpg,1657,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$6.00,,meat,dinner,mexican,misc,,,tamale,plate,guacamole,tamales,queso,radish,sesame,slaw,onions,sriracha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Tandoori_Chicken_Lettuce_Wrap,Tandoori_Chicken_Lettuce_Wrap.jpg,Kulture_Kurry/Tandoori_Chicken_Lettuce_Wrap.jpg,1658,"9940 College Blvd Overland Park KS, 66210",66210,Kulture_Kurry,1,9133399511,$10.00,9563698,Vegan,Dinner,Indian,Appetizer,,,tamale,spicy,lemon,guacamole,tamales,queso,onions,slaw,sesame,lettuce,sriracha,radish,wrap,chicken,yogurt,sauce,tandoori,peppers,,,,,,,,,,,,,,,,,,,,,
1659,Tandoori_Chicken_Lettuce_Wrap,Tandoori_Chicken_Lettuce_Wrap1.jpg,Kulture_Kurry/Tandoori_Chicken_Lettuce_Wrap1.jpg,1659,"9940 College Blvd Overland Park KS, 66210",66210,Kulture_Kurry,1,9133399511,$10.00,9563698,Vegan,Dinner,Indian,Appetizer,,,spicy,lemon,onions,lettuce,wrap,chicken,yogurt,sauce,tandoori,peppers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Tea_Smoke_Duck,Tea_Smoke_Duck.jpg,Bo_Ling_s_Plaza/Tea_Smoke_Duck.jpg,1661,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,,,,,,,,,onions,spicy,lemon,tea,wrap,lettuce,smoke,duck,yogurt,chicken,smoked,sauce,tandoori,peppers,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Tea_Smoked_Duck,Tea_Smoked_Duck.jpg,Sichuan_Dynasty/Tea_Smoked_Duck.jpg,1660,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$14.99,,meat,Dinner,asian,meat,,,poultry,saucy,tea,vegetables,duck,peppers,smoked,onions,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Tequila_Lime_Chicken_Burrito,Tequila_Lime_Chicken_Burrito.jpg,Qdoba_Mexican_Eats/Tequila_Lime_Chicken_Burrito.jpg,1662,"515 Westport Rd, Kansas City, MO 64111",64111,Qdoba_Mexican_Eats,0,8167565565,,,,,,,,,burrito,tea,tequila,duck,chicken,smoked,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Tequila_Lime_Chicken_Burrito_Bowl,Tequila_Lime_Chicken_Burrito_Bowl.jpg,Qdoba_Mexican_Eats/Tequila_Lime_Chicken_Burrito_Bowl.jpg,1663,"515 Westport Rd, Kansas City, MO 64111",64111,Qdoba_Mexican_Eats,0,8167565565,,,,,,,,,tomato,mexican,tequila,bowl,beans,burrito,chicken,rice,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Tequila_Lime_Chicken_Quesadilla,Tequila_Lime_Chicken_Quesadilla.jpg,Qdoba_Mexican_Eats/Tequila_Lime_Chicken_Quesadilla.jpg,1664,"515 Westport Rd, Kansas City, MO 64111",64111,Qdoba_Mexican_Eats,0,8167565565,,,,,,,,,tomato,cheese,cilantro,burrito,jalapeno,tequila,quesadilla,peppers,chicken,rice,mozzarella,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Teriyaki_Chicken,Teriyaki Chicken.jpg,China_One_Express/Teriyaki Chicken.jpg,1665,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$7.25,6812219,Meat,Lunch,Chinese,appetizer,,,cheese,mexican,sauce,tequila,lime,quesadilla,spanish,chicken,tortilla,kabob,teriyaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Teriyaki_Chicken_Bento,Teriyaki_Chicken_Bento.jpg,Friends_Sushi_and_Bento_Place/Teriyaki_Chicken_Bento.jpg,1666,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,,,,,,,kabob,bento,chicken,teriyaki,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Teriyaki_Chicken_Bento,Teriyaki_Chicken_Bento1.jpg,Friends_Sushi_and_Bento_Place/Teriyaki_Chicken_Bento1.jpg,1667,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,,,,,,,box,slice,salad,bento,oranges,rolls,chicken,rice,teriyaki,egg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
