Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class1,Class2,Class3,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,Item36,Item37,Item38,Item39,Item40
1411,Seafood_Delight,Seafood_Delight.jpg,Sichuan_Dynasty/Seafood_Delight.jpg,1411,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$13.99,12004032,meat,Dinner,asian,seafood,,,sauteed,delight,corn,carrots,peas,shrimp,mushrooms,seafood,lobster,crab,peppers,scallops,white,cream,sauce,vegetables,broccoli,wine,,,,,,,,,,,,,,,,,,,,,,
1412,Seafood_Ravioli,Seafood_Ravioli.jpg,Cupini_s/Seafood_Ravioli.jpg,1412,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$10.99,9686650,Meat,Dinner,italian,pasta,,,chopped,mushrooms,cans,parmesan,onions,cream,artichokes,crab,peppers,white,sauce,ravioli,cloves,oil,herb,marinara,olive,dry,thyme,seafood,shrimp,large,lasagna,uncooked,wine,,,,,,,,,,,,,,,
1413,Seafood_Ravioli,Seafood_Ravioli1.jpg,Cupini_s/Seafood_Ravioli1.jpg,1413,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$10.99,9686650,Meat,Dinner,italian,pasta,,,marinara,herb,seafood,artichokes,herbs,parmesan,peppers,sauce,ravioli,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,Seafood_Lasagna,Seafood_Lasagna.jpg,Cafe_Trio/Seafood_Lasagna.jpg,1414,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,,,Meat,lunch,,pasta,,,chopped,carrots,mushrooms,onions,cream,vegetables,crab,scallops,white,sauce,cloves,dry,oil,delight,olive,broccoli,sauteed,thyme,seafood,shrimp,large,lasagna,uncooked,wine,,,,,,,,,,,,,,,,
1415,Seared_Duck_Breast,Seared_Duck_Breast.jpg,Voltaire/Seared_Duck_Breast.jpg,1415,"1617 Genessee St, Kansas City, MO 64102",64102,Voltaire,0,8164721200,,,Meat,,,,,,house,duck,ginger,seafood,parmesan,kimchi,cream,marinated,anise,artichokes,sweet,peppers,korean,sauce,ravioli,gochujang,pancakes,herb,scallions,marinara,breast,seared,herbs,roasted,plum,sour,shiso,,,,,,,,,,,,,
1416,Seared_Jumbo_Scallops,Seared_Jumbo_Scallops.jpg,The_Brass_Onion/Seared_Jumbo_Scallops.jpg,1416,"5501 W 135th St, Overland Park, KS 66224",66224,The_Brass_Onion,0,9138515940,,,vegetarian,dinner,,,,,house,roasted,ginger,duck,kimchi,caper,lemon,vegetables,anise,scallion,sweet,scallops,korean,sauce,pan,gochujang,marinated,star,pancakes,scallions,breast,pancake,seared,risotto,plum,sour,jumbo,shiso,,,,,,,,,,,,
1417,Seared_Scallops,Seared_Scallops.jpg,Black_Dirt/Seared_Scallops.jpg,1417,"5070 Main St, Kansas City, MO 64112",64112,Black_Dirt,0,8162145947,,,Other,dinner,,,,,caper,seared,risotto,broth,squash,pepita,grilled,acorn,jumbo,scallops,pesto,lemon,sauce,vegetables,pan,bread,,,,,,,,,,,,,,,,,,,,,,,,
1418,Seared_Sea_Scallops,Seared_Sea_Scallops.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Seared_Sea_Scallops.jpg,1418,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,meat,,,,,,seared,sea,broth,squash,pepita,acorn,grilled,scallops,pesto,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,Seasalt_Caramel_and_Banana_Beignet,Seasalt_Caramel_and_Banana_Beignet.jpg,Beignet/Seasalt_Caramel_and_Banana_Beignet.jpg,1419,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$4.00,,Vegetarian,"Breakfast, Dessert",breakfast,breakfast,dessert,bakery,butter,seared,bananas,spinach,sweet,seafood,bread,bed,beignet,donut,caramel,sea,scallops,powdered,crusted,seasalt,sugar,sauce,banana,cream,,,,,,,,,,,,,,,,,,,,
1420,Seasonal_Fruit,Seasonal_Fruit.jpg,Andre_s_Confiserie_Suisse/Seasonal_Fruit.jpg,1420,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,,,,,,,,,seasonal,bananas,sweet,beignet,donut,fruit,caramel,powdered,seasalt,sugar,banana,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,Seasonal_Greens,Seasonal_Greens.jpg,Cafe_Sebastienne/Seasonal_Greens.jpg,1421,"4420 Warwick Blvd, Kansas City, MO 64111",64111,Cafe_Sebastienne,0,8165617740,,,vegetarian,lunch,,,,,seasonal,fiber,greens,nature,cheddar,carrots,nuts,pine,fruit,vinaigrette,basil,tahini,berries,zucchini,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,Seattle_Style_Salmon,Seattle_Style_Salmon.jpg,Michael_Forbes_Bar_and_Grille/Seattle_Style_Salmon.jpg,1422,"128 W 63rd St, Kansas City, MO 64113",66113,Michael_Forbes_Bar_and_Grille,0,8163334355,,,Other,dinner,,,,,seasonal,oil,greens,sweet,vegetables,carrots,salmon,orzo,pine,olive,garlic,pasta,vinaigrette,soy,tahini,basil,nuts,seattle,cheddar,zucchini,,,,,,,,,,,,,,,,,,,,
1423,Señor_Chang_Sandwich,Senor_Chang_Sandwich.jpg,The_Bite/Senor_Chang_Sandwich.jpg,1423,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$9.00,,meat,lunch,american,sandwich,,,radish,seÃ±or,pasta,sandwich,soy,onions,cilantro,beef,vegetables,sweet,basil,oil,queso,salmon,garlic,olive,seÃƒÂ±or,ribs,seÃƒÆ’Ã‚Â±or,jalapenos,chang,orzo,sriracha,,,,,,,,,,,,,,,,,
1424,Señor_Chang_Sandwich,Senor_Chang_Sandwich1.jpg,The_Bite/Senor_Chang_Sandwich1.jpg,1424,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$9.00,,meat,lunch,american,sandwich,,,cilantro,sandwich,beef,queso,radish,ribs,seÃƒÆ’Ã‚Â±or,seÃ±or,jalapenos,chang,onions,seÃƒÂ±or,sriracha,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,Sesame_Chicken_All_Day_Combo,Sesame_Chicken.jpg,Jasmine_Garden/Sesame_Chicken.jpg,1425,"8912 W 95th St, Overland Park, KS 66212",66212,Jasmine_Garden,1,9136426888,$7.95,12019902,Meat,Lunch,Chinese,Meats,,,vinegar,fried,soda,flour,rangoons,eggs,white,broccoli,sesame,cornstarch,seeds,garlic,powder,crab,combo,powdered,chicken,rice,sauce,roll,day,,,,,,,,,,,,,,,,,,,
1426,Sesame_Chicken_All_Day_Combo_Dinner,Sesame_Chicken.jpg,China_One_Express/Sesame_Chicken.jpg,1426,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$8.75,6818146,Meat,Dinner,Chinese,meats,,,rice,rangoons,eggs,broccoli,sesame,dinner,seeds,crab,combo,chicken,fried,sauce,roll,day,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,Sesame_Chicken_Lunch_Special,Sesame_Chicken.jpg,China_One_Express/Sesame_Chicken.jpg,1427,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.45,9196149,Meat,Lunch,Chinese,meats,,,sesame,lunch,dinner,seeds,chicken,rice,sauce,broccoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,Sesame_Chicken_Lunch_Special,Sesame_Chicken.jpg,Jasmine_Garden/Sesame_Chicken.jpg,1428,"8912 W 95th St, Overland Park, KS 66212",66212,Jasmine_Garden,1,9136426888,$6.25,11996889,Meat,Dinner,Chinese,Meats,,,fried,rangoons,eggs,broccoli,sesame,lunch,seeds,crab,chicken,rice,sauce,roll,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,Sesame_Chicken,Sesame_Chicken.jpg,PF_Chang_s/Sesame_Chicken.jpg,1429,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,Meat,,,,,,vinegar,cilantro,sandwich,beef,queso,flour,ribs,white,jalapenos,sesame,seeds,garlic,radish,powdered,chang,onions,chicken,sriracha,,,,,,,,,,,,,,,,,,,,,,
1430,Sesame_Chicken,Sesame_Chicken2.jpg,PF_Chang_s/Sesame_Chicken2.jpg,1430,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,Meat,lunch,,,,,dry,dark,oil,sodium,sauce,vegetables,chiles,sugar,water,sesame,seeds,chile,soy,sherry,white,paste,chicken,,,,,,,,,,,,,,,,,,,,,,,
1431,Sesame_Chicken_Teriyaki_Pasta,Sesame_Chicken_Teriyaki_Pasta.jpg,Muscle_Maker_Grill/Sesame_Chicken_Teriyaki_Pasta.jpg,1431,"14967 W 119th St Olathe KS, 66062",66062,Muscle_Maker_Grill,1,9135385253,$11.00,12112977,meat,lunch,italian,pasta,,,rice,rangoons,eggs,broccoli,sesame,lunch,seeds,noodles,crab,penne,pasta,chicken,fried,teriyaki,roll,sauce,,,,,,,,,,,,,,,,,,,,,,,,
1432,Sesame_Seared_Ahi_Tuna_Salad,Sesame_Seared_Ahi_Tuna_Salad.jpg,The_Brass_Onion/Sesame_Seared_Ahi_Tuna_Salad.jpg,1432,"5501 W 135th St, Overland Park, KS 66224",66224,The_Brass_Onion,0,9138515940,,,vegetarian,lunch,,,,,arugula,seared,salad,radish,ahi,pineapple,sesame,grilled,fennel,seeds,penne,pasta,dressing,tuna,noodles,teriyaki,chicken,sauce,,,,,,,,,,,,,,,,,,,,,,
1433,Shanghai_Udon,Shanghai_Udon.jpg,Friends_Sushi_and_Bento_Place/Shanghai_Udon.jpg,1433,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,,,,,,,arugula,ahi,seared,salad,radish,shanghai,sesame,fennel,udon,pineapple,grilled,dressing,tuna,teriyaki,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,Shaved_Brussels_Sprouts_Salad,Shaved_Brussels_Sprouts_Salad.jpg,Cooper_s_Hawk/Shaved_Brussels_Sprouts_Salad.jpg,1434,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,vegetarian,lunch,,,,,spicy,brussels,salad,roasted,glaze,balsamic,shanghai,tofu,shaved,basil,grapes,skewers,peppers,sprouts,pesto,noodles,sauce,mozzarella,tomatoes,,,,,,,,,,,,,,,,,,,,,
1435,Shaved_Brussels_Sprouts_Salad1,Shaved_Brussels_Sprouts_Salad1.jpg,Cooper_s_Hawk/Shaved_Brussels_Sprouts_Salad1.jpg,1435,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,,,,,,,olive,oil,lemon,salad,balsamic,parmesan,glaze,shaved,virgin,marcona,almonds,salad1,grapes,roasted,basil,sprouts,pesto,brussels,mozzarella,tomatoes,grape,,,,,,,,,,,,,,,,,,,
1436,Shawarma_Combo_Platter,Shawarma_Combo_Platter.jpg,Sahara_Mediterranean_Food/Shawarma_Combo_Platter.jpg,1436,"335 E 51st St, Kansas City, MO 64112",64112,Sahara_Mediterranean_Food,0,8167565444,$9.95,,Meat,Lunch,Mediterranean,meats,rice dish,,pork,extra,parsley,almonds,parmesan,sprouts,chicken,onions,tabbouleh,lemon,balsamic,glaze,shaved,virgin,combo,rice,tomatoes,oil,marcona,olive,brussels,salad,hummus,pita,shawarma,platter,dip,,,,,,,,,,,,,
1437,Shawarma_Combo_Platter,Shawarma_Combo_Platter1.jpg,Sahara_Mediterranean_Food/Shawarma_Combo_Platter1.jpg,1437,"336 E 51st St, Kansas City, MO 64112",64112,Sahara_Mediterranean_Food,0,8167565444,$9.95,,Meat,Lunch,Mediterranean,meats,rice dish,,pork,rice,onions,dips,parsley,tabbouleh,hummus,combo,pita,shawarma,platter,dip,chicken,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,Shawarma_Combo_Platter,Shawarma_Combo_Platter2.jpg,Sahara_Mediterranean_Food/Shawarma_Combo_Platter2.jpg,1438,"337 E 51st St, Kansas City, MO 64112",64112,Sahara_Mediterranean_Food,0,8167565444,$9.95,,Meat,Lunch,Mediterranean,meats,rice dish,,pork,rice,onions,dips,parsley,tabbouleh,hummus,combo,pita,shawarma,platter,dip,chicken,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,Shawarma_Sandwich,Shawarma_Sandwich.jpg,Sahara_Mediterranean_Food/Shawarma_Sandwich.jpg,1439,"338 E 51st St, Kansas City, MO 64112",64112,Sahara_Mediterranean_Food,0,8167565444,$6.49,,Meat,lunch,Mediterranean,wrap,,,pork,sandwich,lettuce,dips,fries,parsley,hummus,chicken,tortilla,pita,shawarma,rice,onions,tabbouleh,tomatoes,peppers,,,,,,,,,,,,,,,,,,,,,,,,
1440,Short_Rib_Grilled_Cheese,Short_Rib_Grilled_Cheese.jpg,Gram and Dun/Short_Rib_Grilled_Cheese.jpg,1440,"600 Ward Pkwy Kansas City, MO 64112",64112,Gram and Dun,0,8163892900,,,Meat,dinner,,,,,cheese,pork,short,gluten,rose,ribs,fries,lettuce,sandwich,turnip,apples,vinaigrette,grilled,scallops,shawarma,tortilla,rib,chicken,peppers,smith,,,,,,,,,,,,,,,,,,,,
1441,Short_Rib_Grilled_Cheese_Sandwich,Short_Rib_Grilled_Cheese_Sandwich.jpg,Beer_Kitchen/Short_Rib_Grilled_Cheese_Sandwich.jpg,1441,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,sandwich,,,mustard,cheese,sandwich,apple,beef,rose,ribs,smith,arugula,fontina,short,turnip,vinaigrette,grilled,scallops,rib,horseradish,onions,sourdough,caramelized,gluten,,,,,,,,,,,,,,,,,,,
1442,Shrimp_Fried_Rice,Shrimp_Fried_Rice.jpg,China_One_Express/Shrimp_Fried_Rice.jpg,1442,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.95,6812398,Meat,Lunch,Chinese,rice dish,,,rice,spinach,shrimp,green,parmesan,pasta,florentine,fried,onions,cheesy,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,Shrimp_Lo_Mein,Shrimp_Lo_Mein.jpg,China_One_Express/Shrimp_Lo_Mein.jpg,1443,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.95,6812493,Meat,Lunch,Chinese,pasta,,,butter,pesto,mein,roll,lo,eggs,carrots,peas,shrimp,linguini,noodles,basil,capers,fried,onions,white,wine,,,,,,,,,,,,,,,,,,,,,,,
1444,Shrimp_with_Broccoli_All_Day_Combo_Dinner,Shrimp_with_Broccoli.jpg,China_One_Express/Shrimp_with_Broccoli.jpg,1444,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$8.75,6818165,Meat,Dinner,Chinese,meats,,,tempura,sweet,combo,day,shrimp,creamy,dinner,crispy,taco,lettuce,sauce,broccoli,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,Shrimp_with_Broccoli_Lunch_Special,Shrimp_with_Broccoli.jpg,China_One_Express/Shrimp_with_Broccoli.jpg,1445,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$7.00,9196170,Meat,Lunch,Chinese,meats,,,lunch,dinner,sauce,broccoli,shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,Shrimp_and_Andouille_Mac_and_Cheese,Shrimp_and_Andouille_Mac_and_Cheese.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Shrimp_and_Andouille_Mac_and_Cheese.jpg,1446,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,Meat,Other,,,,,andouille,cheese,short,carmelized,mustard,beef,ribs,sandwich,shrimp,arugula,fontina,mac,horseradish,macaroni,grilled,onions,sourdough,,,,,,,,,,,,,,,,,,,,,,,
1447,Shrimp_and_Grits,Shrimp_and_Grits.jpg,Brookside_Poultry_Company/Shrimp_and_Grits.jpg,1447,"408 E 63rd St, Kansas City, MO 64110",64110,Brookside_Poultry_Company,0,8165992285,,,Meat,breakfast,,,,,andouille,cheese,buttered,cheddar,shrimp,macaroni,grits,parmesan,chili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,Shrimp_and_Grits,Shrimp_and_Grits.jpg,Gram and Dun/Shrimp_and_Grits.jpg,1448,"600 Ward Pkwy Kansas City, MO 64112",64112,Gram and Dun,0,8163892900,,,Meat,dinner,,,,,butter,gravy,gluten,avocado,cheddar,blackened,shrimp,jalapenos,grits,parmesan,chili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,Shrimp_and_Grits,Shrimp_and_Grits1.jpg,Gram and Dun/Shrimp_and_Grits1.jpg,1449,"600 Ward Pkwy Kansas City, MO 64112",64112,Gram and Dun,0,8163892900,,,Meat,dessert,,,,,gravy,gluten,avocado,blackened,shrimp,jalapenos,grits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,Shrimp_and_Grits,Shrimp_and_Grits.jpg,Nick_and_Jake_s/Shrimp_and_Grits.jpg,1450,"5031 Main St, Kansas City, MO 64112",64112,Nick_and_Jake_s,0,8164211111,,,Meat,,,,,,cheese,gravy,gluten,citrus,bacon,cheddar,blackened,shrimp,jalapenos,grits,sauce,bbq,avocado,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,Shrimp_and_Grits,Shrimp_and_Grits1.jpg,Nick_and_Jake_s/Shrimp_and_Grits1.jpg,1451,"5031 Main St, Kansas City, MO 64112",64112,Nick_and_Jake_s,0,8164211111,,,Meat,lunch,,,,,cheese,citrus,cheddar,bacon,shrimp,grits,sauce,bbq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,Shrimp_and_Grits,Shrimp_and_Grits.jpg,West_Bottoms_Kitchen_KC/Shrimp_and_Grits.jpg,1452,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,Meat,lunch,,,,,cheese,gravy,citrus,cheddar,bacon,blackened,shrimp,red,grits,white,sauce,bbq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,Shrimp_and_Grits,Shrimp_and_Grits1.jpg,West_Bottoms_Kitchen_KC/Shrimp_and_Grits1.jpg,1453,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,Meat,lunch,,,,,cheese,gravy,eye,cracklins,cheddar,blackened,shrimp,red,grits,white,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,Shrimp_and_Grits,Shrimp_and_Grits2.jpg,West_Bottoms_Kitchen_KC/Shrimp_and_Grits2.jpg,1454,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,Meat,Other,,,,,cheese,gravy,cracklins,shrimp,red,grits,white,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,Shrimp_and_Grits,Shrimp_and_Grits3.jpg,West_Bottoms_Kitchen_KC/Shrimp_and_Grits3.jpg,1455,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,Meat,dinner,,,,,gravy,cracklins,cheddar,shrimp,red,grits,white,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,Shrimp_and_Scallop_Risotto,Shrimp_and_Scallop_Risotto.jpg,Cooper_s_Hawk/Shrimp_and_Scallop_Risotto.jpg,1456,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,Other,dinner,,,,,cheese,gravy,risotto,spinach,asparagus,corn,cracklins,peas,blackened,shrimp,scallop,red,grits,parmesan,truffle,scallops,tomatoes,,,,,,,,,,,,,,,,,,,,,,,
1457,Shrimp_Carciofi,Shrimp_Carciofi.jpg,Osteria_Il_Centro/Shrimp_Carciofi.jpg,1457,"5101 Main St Kansas City, MO 64112",64112,Osteria_Il_Centro,0,8165612369,,,Meat,Other,,,,,lemon,risotto,asparagus,buttered,carciofi,spinach,artichokes,shrimp,garlic,parmesan,truffle,scallops,corn,peas,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,Shrimp_Carciofi,Shrimp_Carciofi1.jpg,Osteria_Il_Centro/Shrimp_Carciofi1.jpg,1458,"5101 Main St Kansas City, MO 64112",64112,Osteria_Il_Centro,0,8165612369,,,Meat,Other,,,,,butter,lemon,buttered,carciofi,artichokes,shrimp,garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,Shrimp_Etouffee,Shrimp_Etouffee.jpg,Michael_Forbes_Bar_and_Grille/Shrimp_Etouffee.jpg,1459,"128 W 63rd St, Kansas City, MO 64113",66113,Michael_Forbes_Bar_and_Grille,0,8163334355,,,Other,Other,,,,,butter,lemon,spiced,carciofi,jasmine,artichokes,shrimp,garlic,simmered,rice,etouffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,Shrimp_Florentine,Shrimp_Florentine.jpg,Buca_di_Beppo/Shrimp_Florentine.jpg,1460,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,,,,,,,,,full,classic,this,spiced,over,jasmine,shrimp,florentine,perfection,simmered,rice,slightly,etouffee,spicd,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,Shrimp_Florentine,Shrimp_Florentine1.jpg,Buca_di_Beppo/Shrimp_Florentine1.jpg,1461,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,,,,,,,,,shrimp,pasta,florentine,parmesan,savory,sauce,tomatoes,basil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,Shrimp_Florentine,Shrimp_Florentine2.jpg,Buca_di_Beppo/Shrimp_Florentine2.jpg,1462,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,,,,,,,,,spinach,healthy,seafood,shrimp,florentine,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,Shrimp_Fried_Rice,Shrimp_Fried_Rice.jpg,PF_Chang_s/Shrimp_Fried_Rice.jpg,1463,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,Meat,,,,,,oil,onions,vegetables,shrimp,sesame,soy,green,rice,sprouts,peppers,beans,white,fried,sauce,eggs,,,,,,,,,,,,,,,,,,,,,,,,,
1464,Shrimp_Kabobs,Shrimp_Kabobs.jpg,Zoes_Kitchen/Shrimp_Kabobs.jpg,1464,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,Meat,lunch,,,,,oil,kabob,sauce,eggs,salmon,salt,shrimp,sesame,soy,bean,rice,peppers,sprouts,white,fried,onions,vegetables,kabobs,zucchini,,,,,,,,,,,,,,,,,,,,,
1465,Shrimp_Kisses,Shrimp_Kisses.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Shrimp_Kisses.jpg,1465,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,meat,,,,,,salmon,kisses,shrimp,kabob,zucchini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,Shrimp_Linguini,Shrimp_Linguini.jpg,Ragazza_Food_and_Wine/Shrimp_Linguini.jpg,1466,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Other,dinner,,,,,caper,salted,buttered,bacon,shrimp,linguini,rings,spiced,basil,pesto,fried,onions,white,wine,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,Shrimp_Mediterranean,Shrimp_Mediterranean.jpg,Brio_Tuscan_Grille/Shrimp_Mediterranean.jpg,1467,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,Other,dinner,,,,,noodles,broccoli,spinach,asparagus,eggs,carrots,mediterranean,peas,shrimp,orzo,feta,vinaigrette,mein,fried,onions,roll,tomatoes,,,,,,,,,,,,,,,,,,,,,,,
1468,Shrimp_Pad_Thai,Shrimp_Pad_Thai.jpg,Lulu_s_Thai_Noodle_Shop/Shrimp_Pad_Thai.jpg,1468,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Other,dessert,,,,,fish,mediterranean,juice,soy,noodles,onions,thai,lime,spinach,sugar,pad,feta,sauce,tomatoes,brown,dark,garlic,chili,broccoli,asparagus,shrimp,vinaigrette,orzo,,,,,,,,,,,,,,,,,
1469,Shrimp_Pad_Thai1,Shrimp_Pad_Thai1.jpg,Lulu_s_Thai_Noodle_Shop/Shrimp_Pad_Thai1.jpg,1469,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Other,dinner,,,,,brown,sodium,sauce,fish,thai1,sugar,dark,juice,pad,shrimp,soy,garlic,thai,noodles,onions,chili,lime,,,,,,,,,,,,,,,,,,,,,,,
1470,Shrimp_Po_Boy,Shrimp_Po_Boy.jpg,West_Bottoms_Kitchen_KC/Shrimp_Po_Boy.jpg,1470,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,Meat,dinner,,,,,fish,juice,soy,noodles,onions,chili,lime,lemon,sodium,sugar,pad,mayonnaise,sauce,po,tomatoes,brown,cajun,sandwich,dark,garlic,thai,bread,boy,greens,shrimp,,,,,,,,,,,,,,,
1471,Shrimp_Po_Boy,Shrimp_Po_Boy1.jpg,West_Bottoms_Kitchen_KC/Shrimp_Po_Boy1.jpg,1471,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,Meat,Other,,,,,boy,cajun,sandwich,lemon,greens,shrimp,seared,mayonnaise,po,tomatoes,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,Shrimp_Risotto_and_Broiled_Lobster_Tail,Shrimp_Risotto_and_Broiled_Lobster_Tail.jpg,Brio_Tuscan_Grille/Shrimp_Risotto_and_Broiled_Lobster_Tail.jpg,1472,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,Other,dinner,,,,,mushrooms,boy,cajun,sandwich,seared,greens,risotto,asparagus,shrimp,broiled,tail,lobster,red,parmesan,peppers,lemon,mayonnaise,po,tomatoes,,,,,,,,,,,,,,,,,,,,,
1473,Shrimp_Scampi_Grits,Shrimp_Scampi_Grits.jpg,Beignet/Shrimp_Scampi_Grits.jpg,1473,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$9.50,,Meat,"Breakfast, lunch",cajun,Breakfast,,,mushrooms,cajun,risotto,asparagus,buttered,shrimp,broiled,tail,lobster,grits,parmesan,peppers,red,scampi,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,Shrimp_Tempura,Shrimp_Tempura.jpg,Domo/Shrimp_Tempura.jpg,1474,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,,,,,,butter,cajun,tempura,shrimp,grits,scampi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
