Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class1,Class2,Class3,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,,,,,,,,
1792,Triple_Threat_Sandwich,Triple_Threat_Sandwich.jpg,Q39_Midtown/Triple_Threat_Sandwich.jpg,1792,"1000 W 39th St, Kansas City, MO 64111",64111,Q39_Midtown,0,8162553753,$11.00,,Meat,Dinner,American,Sandwich,,,pork,sandwich,triple,slaw,sausage,bun,apples,threat,pulled,bbq,belly,,,,,,,,,,,,,,,,,,,,
1793,Triple_Threat_Taco,Triple_Threat_Taco.jpg,Qdoba_Mexican_Eats/Triple_Threat_Taco.jpg,1793,"515 Westport Rd, Kansas City, MO 64111",64111,Qdoba_Mexican_Eats,0,8167565565,,,,,,,,,triple,threat,taco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Tropical_Rainbow_PIzza,Tropical_Rainbow_PIzza.jpg,KC_Kitchen_and_Pizzeria/Tropical_Rainbow_PIzza.jpg,1794,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,Meat,Other,,,,,rainbow,tropical,green,pineapple,peppers,fresh,chicken,tomatoes,pizza,,,,,,,,,,,,,,,,,,,,,,
1795,Trout,Trout.jpg,Cafe_Sebastienne/Trout.jpg,1795,"4420 Warwick Blvd, Kansas City, MO 64111",64111,Cafe_Sebastienne,0,8165617740,,,Meat,lunch,,,,,pomegranate,kohlrabi,buttered,fish,carrots,mashed,balsamic,chard,trout,,,,,,,,,,,,,,,,,,,,,,
1796,Trout_In_Brown_Butter_Sauce,Trout_In_Brown_Butter_Sauce.jpg,Ragazza_Food_and_Wine/Trout_In_Brown_Butter_Sauce.jpg,1796,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Other,dinner,,,,,butter,brown,buttered,fish,sauce,trout,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Trout1,Trout1.jpg,Cafe_Sebastienne/Trout1.jpg,1797,"4420 Warwick Blvd, Kansas City, MO 64111",64111,Cafe_Sebastienne,0,8165617740,,,Meat,lunch,,,,,pomegranate,kohlrabi,buttered,fish,carrots,mashed,trout1,balsamic,chard,,,,,,,,,,,,,,,,,,,,,,
1798,Truffle_Fries,Truffle_Fries.jpg,Unforked/Truffle_Fries.jpg,1798,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,Other,lunch,,,,,truffle,fries,salt,parsley,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Truffle_Parmesan_Fries,Truffle_Parmesan_fries.jpg,Beer_Kitchen/Truffle_Parmesan_fries.jpg,1799,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,vegetarian,lunch,,,,,cheese,oil,potato,fries,parmesan,truffle,fried,,,,,,,,,,,,,,,,,,,,,,,,
1800,Truffle_Parmesan_Fries,Truffle_Parmesan_Fries1.jpg,Beer_Kitchen/Truffle_Parmesan_Fries1.jpg,1800,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,vegetarian,lunch,,,,,cheese,oil,potatoes,fries,parmesan,truffle,fried,,,,,,,,,,,,,,,,,,,,,,,,
1801,Tuna_Pita,TunaPita.jpg,Pita_Pit/TunaPita.jpg,1801,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.69,12110919,Meat,Lunch,American,Wrap,,,spinach,corn,peppers,pita,tuna,tortilla,fish,tomatoes,,,,,,,,,,,,,,,,,,,,,,,
1802,Tuna_Pita,TunaPita1.jpg,Pita_Pit/TunaPita1.jpg,1802,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.69,12110919,Meat,Lunch,American,Wrap,,,spinach,corn,peppers,pita,tuna,tortilla,fish,tomatoes,,,,,,,,,,,,,,,,,,,,,,,
1803,Tuna_Roll,Tuna_Roll.jpg,Domo/Tuna_Roll.jpg,1803,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,sushi,,,,,tuna,roll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Tuna_Salad_Sandwich,Tuna_Salad_Sandwich.jpg,Which_Wich/Tuna_Salad_Sandwich.jpg,1804,"554 Westport Rd #100, Kansas City, MO 64111",64111,Which_Wich,1,8165695965,,,,,,,,,tuna,sandwich,mayo,salad,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Tuna_Salad_with_Assorted_Salads,Tuna_Salad_with_Assorted_Salads.jpg,Andre_s_Confiserie_Suisse/Tuna_Salad_with_Assorted_Salads.jpg,1805,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,,,,,,,,,tuna,salads,salad,assorted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Turkey_and_Guacamole_Sandwich,Turkey_and_Guacamole_Sandwich.jpg,Schlotzsky_s/Turkey_and_Guacamole_Sandwich.jpg,1806,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$5.50,11100344,meat,lunch,american,sandwich,,,turkey,sandwich,guacamole,avocado,lettuce,bun,onions,tomatoes,,,,,,,,,,,,,,,,,,,,,,,
1807,Turkey_Avocado_Cobb_Salad,Turkey_Avocado_Cobb_Salad.jpg,Schlotzsky_s/Turkey_Avocado_Cobb_Salad.jpg,1807,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$8.50,11100309,meat,lunch,american,salad,,,turkey,cheese,salad,greens,spinach,bacon,corn,avocado,lettuce,black,cobb,beans,egg,goat,croutonss,,,,,,,,,,,,,,,,
1808,Turkey_Bacon_Club_Sandwich,Turkey_Bacon_Club_Sandwich.jpg,Schlotzsky_s/Turkey_Bacon_Club_Sandwich.jpg,1808,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$5.50,11100325,meat,lunch,american,sandwich,,,turkey,cheese,sandwich,club,cheddar,mayo,bacon,mozzarella,lettuce,bun,parmesan,sourdough,tomatoes,,,,,,,,,,,,,,,,,,
1809,Turkey_Original-Style_Sandwich,Turkey_Original_Style_Sandwich.jpg,Schlotzsky_s/Turkey_Original_Style_Sandwich.jpg,1809,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$5.50,11100339,meat,lunch,american,sandwich,,,turkey,olives,sandwich,salami,mayo,parmesan,cheddar,mozzarella,lettuce,bun,original-style,onions,sourdough,tomatoes,,,,,,,,,,,,,,,,,
1810,Turkey_Pita,TurkeyPita.jpg,Pita_Pit/TurkeyPita.jpg,1810,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.69,12110907,Meat,Lunch,American,Wrap,,,turkey,lettuce,tortilla,pita,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Turkey_Omelette,Turkey_Omelette.jpg,Beer_Kitchen/Turkey_Omelette.jpg,1811,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,Meat,breakfast,,,,,turkey,cheese,omelette,spinach,bacon,tomato,omelet,salsa,southwest,,,,,,,,,,,,,,,,,,,,,,
1812,Turkey_Sandwich,Turkey_Sandwich.jpg,Which_Wich/Turkey_Sandwich.jpg,1812,"554 Westport Rd #100, Kansas City, MO 64111",64111,Which_Wich,1,8165695965,,,,,,,,,turkey,sandwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Turkey_Sausage_Flatbread,Turkey_Sausage_Flatbread.jpg,Beer_Kitchen/Turkey_Sausage_Flatbread.jpg,1813,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,Meat,lunch,,,,,turkey,flatbread,sausage,kale,onion,cheese,peppers,caramelized,,,,,,,,,,,,,,,,,,,,,,,
1814,Turkey_Stack,Turkey_Stack.jpg,Zoes_Kitchen/Turkey_Stack.jpg,1814,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,turkey,stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Turkey_Taco_Salad,Turkey_Taco_Salad.jpg,Muscle_Maker_Grill/Turkey_Taco_Salad.jpg,1815,"14967 W 119th St Olathe KS, 66062",66062,Muscle_Maker_Grill,1,9135385253,$10.00,11997923,Meat,lunch,,salad,,,turkey,cheese,salad,cheddar,scallions,lettuce,sour,beans,taco,salsa,tomatoes,cream,,,,,,,,,,,,,,,,,,,
1816,Turkeywich,Turkeywich.jpg,Which_Wich/Turkeywich.jpg,1816,"554 Westport Rd #100, Kansas City, MO 64111",64111,Which_Wich,1,8165695965,,,,,,,,,turkey,island,1000,coleslaw,turkeywich,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Tuscan_Sandwich,Tuscan_Sandwich.jpg,Schlotzsky_s/Tuscan_Sandwich.jpg,1817,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$8.00,11100408,meat,lunch,american,sandwich,,,turkey,cheese,cilantro,sandwich,swiss,provolone,mayo,avocado,peppers,bacon,tuscan,chipotle,pesto,,,,,,,,,,,,,,,,,,
1818,Tuscan_Flatbread,Tuscan_Flatbread.jpg,Cafe_Trio/Tuscan_Flatbread.jpg,1818,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,,,vegetarian,dinner,,appetizer,,,tomato,water,schiacciat,oil,yeast,flour,mayo,lard,topping,sugar,honey,olive,cherries,dough,sea,plain,tuscan,salt,flatbread,,,,,,,,,,,,
1819,Tuscan_Flatbread,Tuscan_Flatbread1.jpg,Cafe_Trio/Tuscan_Flatbread1.jpg,1819,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,,,vegetarian,dinner,,,,,tomato,water,schiacciat,oil,yeast,flour,mayo,lard,topping,sugar,honey,olive,cherries,dough,sea,plain,tuscan,salt,flatbread,,,,,,,,,,,,
1820,Twice_Cooked_Pork_Belly,Twice_Cooked_Pork_Belly.jpg,Sichuan_Dynasty/Twice_Cooked_Pork_Belly.jpg,1820,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$11.99,12003551,meat,Dinner,asian,meat,,,pork,spicy,twice,vegetables,cooked,belly,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Twice_Cooked_Pork_Belly,Twice_Cooked_Pork_Belly1.jpg,Sichuan_Dynasty/Twice_Cooked_Pork_Belly1.jpg,1821,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$11.99,12003551,meat,Dinner,asian,meat,,,pork,spicy,twice,vegetables,cooked,belly,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Twisted_Bread,Twisted_Bread.jpg,Gram and Dun/Twisted_Bread.jpg,1822,"600 Ward Pkwy Kansas City, MO 64112",64112,Gram and Dun,0,8163892900,,,vegetarian,dinner,,,,,curry,onion,buttered,twisted,charred,salt,maple,bread,,,,,,,,,,,,,,,,,,,,,,,
1823,Ultimate_Egg_Sandwich,Ultimate_Egg_Sandwich.jpg,Eden_Alley_Vegetaria/Ultimate_Egg_Sandwich.jpg,1823,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,breakfast,,,,,flatbread,sandwich,mustard,to,egg,crunchy,pickled,local,veg,ultimate,potato,edenaise,grilled,onions,market,bread,,,,,,,,,,,,,,,
1824,Ultimate_Garlic_Grilled_Cheese,Ultimate_Garlic_Grilled_Cheese.jpg,Eden_Alley_Vegetaria/Ultimate_Garlic_Grilled_Cheese.jpg,1824,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,lunch,,,,,blue,bruschetta,edenaise,veg,greens,cheese,cheddar,pickled,hummus,red,spread,garlic,ultimate,dressing,mixed,grilled,open,mozzarella,oniontomato,wine,,,,,,,,,,,
1825,Ultimate_Garlic_Grilled_Cheese,Ultimate_Garlic_Grilled_Cheese1.jpg,Eden_Alley_Vegetaria/Ultimate_Garlic_Grilled_Cheese1.jpg,1825,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,lunch,,,,,blue,bruschetta,edenaise,veg,greens,cheese,cheddar,pickled,hummus,red,spread,garlic,ultimate,dressing,mixed,grilled,open,mozzarella,oniontomato,wine,,,,,,,,,,,
1826,Unagi,Unagi.jpg,Domo/Unagi.jpg,1826,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,,,,,,unagi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Unaju,Unaju.jpg,Domo/Unaju.jpg,1827,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,,,,,,unaju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Unaju,Unaju1.jpg,Domo/Unaju1.jpg,1828,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,,,,,,unaju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Ungarisches_Rindsgulasch,Ungarisches_Rindsgulasch.jpg,Grunauer/Ungarisches_Rindsgulasch.jpg,1829,"101 W 22nd St, Kansas City, MO 64108",64108,Grunauer,0,8162833234,,,Meat,dinner,german,,,,spicy,spaetzle,hungarian,beef,rindsgulasch,paprika,cubes,noodles,ungarisches,sauce,,,,,,,,,,,,,,,,,,,,,
1830,Vampire_Taco,Vampire_Taco.jpg,Yard_House/Vampire_Taco.jpg,1830,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,Meat,,,,,,cilantro,guacamole,taco,bacon,cumin,carnitas,vampire,garlic,roasted,chorizo,chipotle,,,,,,,,,,,,,,,,,,,,
1831,Vanilla_Ice_Cream_Waffle_Donut,Vanilla_Ice_Cream_Waffle_Donut.jpg,The_Waffle_Bar/Vanilla_Ice_Cream_Waffle_Donut.jpg,1831,"4745 Central St, Kansas City, MO 64112",64112,The_Waffle_Bar,0,8168238348,,,,,,,,,donut,vanilla,cream,ice,waffle,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Various_Macarons,Various_Macarons.jpg,Bloom_Baking_Company/Various_Macarons.jpg,1832,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,,,,,,,,,various,macarons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Various_Macarons,Various_Macarons1.jpg,Bloom_Baking_Company/Various_Macarons1.jpg,1833,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,,,,,,,,,various,macarons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Various_Macarons,Various_Macarons2.jpg,Bloom_Baking_Company/Various_Macarons2.jpg,1834,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,,,,,,,,,various,macarons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Various_Macarons,Various_Macarons3.jpg,Bloom_Baking_Company/Various_Macarons3.jpg,1835,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,,,,,,,,,various,macarons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Various_Macaroons,Various_Macaroons.jpg,Andre_s_Confiserie_Suisse/Various_Macaroons.jpg,1836,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,,,,,,,,,various,macaroons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Veg_Head_Crepe,Veg_Head_Crepe.jpg,Beignet/Veg_Head_Crepe.jpg,1837,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$9.95,,Vegetarian,breakfast,French,breakfast,,,cheese,head,crepe,spinach,tofu,artichokes,honey,veg,crepes,goat,tomatoes,bread,,,,,,,,,,,,,,,,,,,
1838,Vegan_Hoagie,Vegan_Hoagie.jpg,KC_Kitchen_and_Pizzeria/Vegan_Hoagie.jpg,1838,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,vegetarian,lunch,,,,,cheese,organic,greens,vegan,hummus,dairy,hoagie,onions,tomatoes,,,,,,,,,,,,,,,,,,,,,,
1839,Vegetable_Lo_Mein_Noodles,Vegetable_Lo_Mein_Noodles.jpg,Sichuan_Dynasty/Vegetable_Lo_Mein_Noodles.jpg,1839,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$9.99,12003799,vegetarian,Dinner,asian,pasta,,,mein,lo,corn,carrots,mushrooms,baby,vegetable,noodles,broccoli,,,,,,,,,,,,,,,,,,,,,,
1840,Vegetable_Lo_Mein,Vegetable_Lo_Mein.jpg,China_Feast/Vegetable_Lo_Mein.jpg,1840,"200 Linwood Blvd, Kansas City, MO 64111",64111,China_Feast,0,8165618886,,,,,,,,,vegetable,lo,mein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Vegetable_Omelette,Vegetable_Omelette.jpg,Brio_Tuscan_Grille/Vegetable_Omelette.jpg,1841,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,,,,,,,vegetable,omelette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Vegetable_Rangoon,Vegetable_Rangoon.jpg,Lulu_s_Thai_Noodle_Shop/Vegetable_Rangoon.jpg,1842,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,vegetarian,,,,,,vegetable,rangoon,chili,sauce,sweet,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Vegetarian_Combo,Vegetarian_Combo.jpg,Chuy_s/Vegetarian_Combo.jpg,1843,"209 W 46th Terrace, Kansas City, MO 64112",64112,Chuy_s,0,8169312783,,,vegetarian,dinner,,,,,blue,cheese,pepper,charros,mexican,relleno,corn,chiles,anaheim,tortilla,green,combo,refried,beans,ranchero,rice,sauce,vegetarian,,,,,,,,,,,,,
1844,Vegetarian_Nachos,Vegetarian_Nachos.jpg,Qdoba_Mexican_Eats/Vegetarian_Nachos.jpg,1844,"515 Westport Rd, Kansas City, MO 64111",64111,Qdoba_Mexican_Eats,0,8167565565,,,,,,,,,vegetarian,nachos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Veggie_Benedict,Veggie_Benedict.jpg,The_Farmhouse/Veggie_Benedict.jpg,1845,"4686 Broadway St Kansas City, MO 64112",64105,The_Farmhouse,0,8165696032,,,vegetarian,dinner,,,,,spinach,benedict,egg,challah,veggie,hollandaise,sauce,bread,,,,,,,,,,,,,,,,,,,,,,,
1846,Veggie_Black_Bean_Burger,Veggie_Black_Bean_Burger.jpg,Michael_Forbes_Bar_and_Grille/Veggie_Black_Bean_Burger.jpg,1846,"128 W 63rd St, Kansas City, MO 64113",66113,Michael_Forbes_Bar_and_Grille,0,8163334355,,,vegetarian,Other,,,,,tomato,onion,burger,veggie,lettuce,bean,beans,black,strings,,,,,,,,,,,,,,,,,,,,,,
1847,Veggie_Enchiladas,Veggie_Enchiladas.jpg,Chuy_s/Veggie_Enchiladas.jpg,1847,"209 W 46th Terrace, Kansas City, MO 64112",64112,Chuy_s,0,8169312783,,,vegetarian,lunch,,,,,cheese,bell,veggie,yellow,roasted,ranchero,onions,blue,spinach,enchiladas,homemade,enchilada,sauce,red,zucchini,serranos,corn,chiles,squash,peppers,tortillas,green,,,,,,,,,
1848,Veggie_Kabobs,Veggie_Kabobs.jpg,Zoes_Kitchen/Veggie_Kabobs.jpg,1848,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,veggie,kabobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,Veggie_Market_Pizza,Veggie_Market_Pizza.jpg,Artego_Pizza/Veggie_Market_Pizza.jpg,1849,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,vegetarian,lunch,italian,pizza,,,tomato,heart,pepper,onion,bell,spinach,veggie,artichokes,mushrooms,almonds,green,red,market,pizza,,,,,,,,,,,,,,,,,
1850,Veggie_Quesadilla,Veggie_Quesadilla.jpg,Unforked/Veggie_Quesadilla.jpg,1850,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,vegetarian,dinner,,,,,seasonal,tomato,queso,fresco,avocado,veggie,quesadilla,pico,onions/poblanos,fresh,,,,,,,,,,,,,,,,,,,,,
1851,Veggie_Sandwich,Veggie_Sandwich.jpg,Bay_Boy_Specialty_Sandwiches/Veggie_Sandwich.jpg,1851,"1209 W 47th St, Kansas City, MO 64112",64112,Bay_Boy_Specialty_Sandwiches,0,9137258958,,,vegetarian,lunch,american,sandwich,,,tomato,cheese,pepper,sandwich,mustard,onion,sauce,mayo,veggie,cucumbers,lettuce,hot,garlic,pickle,red,,,,,,,,,,,,,,,,
1852,Veggie_Sandwich,Veggie_Sandwich1.jpg,Bay_Boy_Specialty_Sandwiches/Veggie_Sandwich1.jpg,1852,"1209 W 47th St, Kansas City, MO 64112",64112,Bay_Boy_Specialty_Sandwiches,0,9137258958,,,vegetarian,lunch,american,sandwich,,,tomato,cheese,pepper,sandwich,mustard,onion,sauce,mayo,veggie,cucumbers,lettuce,hot,garlic,pickle,red,,,,,,,,,,,,,,,,
1853,Veggie_Slice,Veggie_Slice.jpg,Joe_s_Pizza_Buy_the_Slice/Veggie_Slice.jpg,1853,"4058 Pennsylvania Ave, Kansas City, MO 64111",64111,Joe_s_Pizza_Buy_the_Slice,0,8169312777,,,vegetarian,dinner,,,,,tomato,cheese,pepper,slice,onion,spinach,veggie,mushrooms,green,feta,olive,,,,,,,,,,,,,,,,,,,,
1854,Veggie_Slice,Veggie_Slice1.jpg,Joe_s_Pizza_Buy_the_Slice/Veggie_Slice1.jpg,1854,"4058 Pennsylvania Ave, Kansas City, MO 64111",64111,Joe_s_Pizza_Buy_the_Slice,0,8169312777,,,vegetarian,lunch,,,,,mushrooms,olives,slice,onion,spinach,pepper,veggie,tomatoe,black,green,,,,,,,,,,,,,,,,,,,,,
1855,Veggie_Tacos,Veggie_Tacos.jpg,Qdoba_Mexican_Eats/Veggie_Tacos.jpg,1855,"515 Westport Rd, Kansas City, MO 64111",64111,Qdoba_Mexican_Eats,0,8167565565,,,,dinner,,,,,veggie,tacos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Velvet_Elvis,Velvet_Elvis.jpg,Char_Bar/Velvet_Elvis.jpg,1856,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,,,,,,,,,elvis,velvet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Vietnamese_Style_Spring_Rolls,Vietnamese_Style_Spring_Rolls.jpg,Bo_Ling_s_Plaza/Vietnamese_Style_Spring_Rolls.jpg,1857,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,,,,,,,,,spring,rolls,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Waldorf_Beignet,Waldorf_Beignet.jpg,Beignet/Waldorf_Beignet.jpg,1858,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$6.00,,Meat,breakfast,French,breakfast,bread,,blue,cheese,pecans,sweet,beignet,waldorf,cinnamon,savory,chicken,apples,,,,,,,,,,,,,,,,,,,,,
1859,Wammerl,Wammerl.jpg,Grunauer/Wammerl.jpg,1859,"101 W 22nd St, Kansas City, MO 64108",64108,Grunauer,0,8162833234,,,Meat,,german,,,,pork,shallots,dumplings,balsamic,crispyy,belly,semolina,fried,wammerl,,,,,,,,,,,,,,,,,,,,,,
1860,Wedge_Salad,Wedge_Salad.jpg,Brick_House/Wedge_Salad.jpg,1860,"400 E 31st St, Kansas City, MO 64108",64108,Brick_House,0,8162553912,,,Meat,dinner,american,salad,,,blue,cheese,salad,wedge,bacon,avocado,walnut,roma,chopped,candied,,,,,,,,,,,,,,,,,,,,,
1861,White_Chocolate_Mousse_Cake,White_Chocolate_Mousse_Cake.jpg,Cupini_s/White_Chocolate_Mousse_Cake.jpg,1861,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686905,Vegetarian,Dessert,Dessert,Dessert,,,sweet,ganache,mousse,chocolate,cake,white,whipped,cream,,,,,,,,,,,,,,,,,,,,,,,
1862,White_Chocolate_Mousse_Cake,White_Chocolate_Mousse_Cake1.jpg,Cupini_s/White_Chocolate_Mousse_Cake1.jpg,1862,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686905,Vegetarian,Dessert,Dessert,Dessert,,,sweet,ganache,mousse,chocolate,cake,white,whipped,cream,,,,,,,,,,,,,,,,,,,,,,,
1863,White_Macadamia_Nut_Cookie,White_Macadamia_Nut_Cookie.jpg,Schlotzsky_s/White_Macadamia_Nut_Cookie.jpg,1863,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$0.50,11100466,vegetarian,lunch,dessert,dessert,,,cookies,sweet,nut,nuts,chocolate,cookie,white,macadamia,,,,,,,,,,,,,,,,,,,,,,,
1864,White_Chocolate_Waffle_Pop,White_Chocolate_Waffle_Pop.jpg,The_Waffle_Bar/White_Chocolate_Waffle_Pop.jpg,1864,"4745 Central St, Kansas City, MO 64112",64112,The_Waffle_Bar,0,8168238348,,,,dessert,,,,,white,chocolate,pop,waffle,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Wiener_Gemischter_Salat,Wiener_Gemischter_Salat.jpg,Grunauer/Wiener_Gemischter_Salat.jpg,1865,"101 W 22nd St, Kansas City, MO 64108",64108,Grunauer,0,8162833234,,,vegetarian,,german,,,,tomato,viennese,salad,dressing,mixed,lettuce,wiener,gemischter,salat,vinaigrette,vegetable,,,,,,,,,,,,,,,,,,,,
1866,Wings_Entree,Wings_Entree.jpg,Brookside_Poultry_Company/Wings_Entree.jpg,1866,"408 E 63rd St, Kansas City, MO 64110",64110,Brookside_Poultry_Company,0,8165992285,,,Meat,dinner,,,,,entree,hot,jumbo,chicken,fried,wings,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Wisconsin_Fried_Cheese_Curds,Wisconsin_Fried_Cheese_Curds.jpg,Yard_House/Wisconsin_Fried_Cheese_Curds.jpg,1867,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,vegetarian,lunch,,,,,cheese,wisconsin,aioli,honey,buttermilk,hot,horseradish,curds,battered,fried,sauce,,,,,,,,,,,,,,,,,,,,
1868,Wonton_Soup,Wonton_Soup.jpg,PF_Chang_s/Wonton_Soup.jpg,1868,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,,Lunch,,,,,wonton,soup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Woodfired_Power_Steak_Salad,Woodfired_Power_Steak_Salad.jpg,Red_Door_Woodfired_Grill,1869,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,,,meat,lunch,american,salad,,,tomato,boiled,strip,salad,onion,potato,hard,power,cherries,woodfired,roasted,romaine,steak,egg,greens,red,,,,,,,,,,,,,,,
